Date,Close,Close,Close,Close
6/7/2017,149.12,1010.07,12.38,91.39
6/8/2017,159.94,1010.27,12.9,91.25
6/9/2017,149.6,978.31,12.28,87.27
6/12/2017,149.97,964.91,12.09,86.18
6/13/2017,151.4,980.79,11.96,87.27
6/14/2017,151.72,976.47,11.77,87.17
6/15/2017,152.37,964.17,11.5,86.27
6/16/2017,151.62,987.71,11.44,86
6/19/2017,157.32,995.17,11.93,87.54
6/20/2017,157.09,992.59,12.64,86.92
6/21/2017,159.47,1002.23,13.98,87.56
6/22/2017,158.37,1001.3,14.38,88.47
6/23/2017,153.83,1003.74,14.17,88.62
6/26/2017,152.15,993.98,14.08,88.11
6/27/2017,146.58,976.78,13.4,87.68
6/28/2017,151.75,990.33,13.23,88.09
6/29/2017,146.68,975.93,12.6,86.8
6/30/2017,144.56,968,12.48,86.6
7/3/2017,139.33,953.66,12.15,86.1
7/5/2017,143.05,971.4,13.19,87.5
7/6/2017,143.48,965.14,13.02,86.85
7/7/2017,146.76,978.76,13.36,87.92
7/10/2017,153.7,996.47,13.81,88.5
7/11/2017,155.88,994.13,13.89,88.35
7/12/2017,162.51,1006.51,14.29,90.4
7/13/2017,160.63,1000.63,13.53,89.57
7/14/2017,164.95,1001.81,13.92,90
7/17/2017,164.25,1010.04,13.8,89.29
7/18/2017,165.96,1024.45,13.48,89.27
7/19/2017,165.1,1026.87,13.55,89.56
7/20/2017,167.5,1028.7,13.8,90.54
7/21/2017,168.1,1025.67,13.88,89.69
7/24/2017,166.15,1038.95,14.16,89.67
7/25/2017,165.35,1039.87,14.11,90.63
7/26/2017,167.26,1052.8,14.76,91.07
7/27/2017,161.74,1046,14.12,90.51
7/28/2017,164.39,1020.04,13.95,90.62
7/31/2017,162.51,987.78,13.61,90.8
8/1/2017,164.49,996.19,13.71,91.22
8/2/2017,164.39,995.89,13.37,89.89
8/3/2017,166.48,986.92,13.24,90.35
8/4/2017,167.21,987.58,13.12,90.45
8/7/2017,172.35,992.27,13.43,90.5
8/8/2017,170.3,989.84,13.11,90.26
8/9/2017,172.11,982.01,12.83,90.12
8/10/2017,164.74,956.92,12.12,87.63
8/11/2017,155.96,967.99,12.23,88.29
8/14/2017,168.4,983.3,12.76,90.25
8/15/2017,166.98,982.74,13.02,90.7
8/16/2017,165.15,978.18,12.63,92.24
8/17/2017,161.47,960.57,12.34,90.88
8/18/2017,161.5,958.47,12.37,90.76
8/21/2017,159.15,953.29,12.05,91.76
8/22/2017,162.55,966.9,12.17,92.95
8/23/2017,165.8,958,12.48,93.07
8/24/2017,165.19,952.45,12.5,94.15
8/25/2017,163.81,945.26,12.43,94.1
8/28/2017,164.97,946.02,12.23,93.66
8/29/2017,164.7,954.06,12.15,93.83
8/30/2017,165.68,967.59,12.67,94.86
8/31/2017,169.44,980.6,13,95.49
9/1/2017,170.46,978.25,13.19,96.01
9/5/2017,165.91,965.27,12.92,96.18
9/6/2017,165.81,967.8,12.86,95.82
9/7/2017,166.58,979.47,12.63,96.73
9/8/2017,163.69,965.9,12.25,96.43
9/11/2017,169,977.96,12.55,97.71
9/12/2017,169.61,982.58,12.3,96.85
9/13/2017,170.37,999.6,12.22,95.61
9/14/2017,169.4,992.21,12.26,95.3
9/15/2017,180.11,986.79,12.52,94.63
9/18/2017,187.55,974.19,13.08,95.74
9/19/2017,187.35,969.86,13.12,95.35
9/20/2017,185.84,973.21,13.74,95.21
9/21/2017,180.76,964.65,13.41,94.86
9/22/2017,179,955.1,13.3,94.94
9/25/2017,171,939.79,12.61,92.47
9/26/2017,171.96,938.6,12.45,92.34
9/27/2017,175.73,950.87,12.74,93.21
9/28/2017,175.68,956.4,12.74,92.6
9/29/2017,178.77,961.35,12.75,93.42
10/2/2017,179,959.19,12.71,93.94
10/3/2017,179.37,957.1,13.42,95.36
10/4/2017,180.87,965.45,13.31,95.52
10/5/2017,180.77,980.85,13.34,95.73
10/6/2017,181.3,989.58,13.23,96.32
10/9/2017,185.39,990.99,13.47,96.27
10/10/2017,188.93,987.2,13.7,95.39
10/11/2017,190.94,995,13.88,96.01
10/12/2017,191.03,1000.93,14.2,96.74
10/13/2017,194.59,1002.94,14.22,96.94
10/16/2017,197.93,1006.34,14.26,97.15
10/17/2017,197.75,1009.13,14.16,96.72
10/18/2017,197.58,997,14.07,96.44
10/19/2017,197.8,986.61,13.95,97.19
10/20/2017,196.9,982.91,13.81,98.9
10/23/2017,196.62,966.3,14.1,98.44
10/24/2017,198.68,975.9,14.25,98.66
10/25/2017,193.66,972.91,12.33,99.59
10/26/2017,195.69,972.43,12.01,100.05
10/27/2017,201.86,1100.95,11.84,100.7
10/30/2017,203.84,1110.85,10.89,100.7
10/31/2017,206.81,1105.28,10.99,102.34
11/1/2017,207.2,1103.68,10.8,101.95
11/2/2017,205.94,1094.22,10.85,102.6
11/3/2017,208.69,1111.6,11.12,102.71
11/6/2017,209.63,1120.66,11.93,102.42
11/7/2017,212.03,1123.17,12.05,102.72
11/8/2017,209.16,1132.88,11.71,105.03
11/9/2017,205.32,1129.13,11.12,103.6
11/10/2017,216.14,1125.35,11.26,105.24
11/13/2017,212.63,1129.17,11.09,105.78
11/14/2017,214.18,1136.84,11.12,106.23
11/15/2017,209.98,1126.69,11.07,105.43
11/16/2017,211.61,1137.29,11.25,107.03
11/17/2017,211.36,1129.88,11.38,107.58
11/20/2017,214.08,1126.31,11.34,107.37
11/21/2017,216.05,1139.49,11.4,108.8
11/22/2017,214.93,1156.16,11.37,106.83
11/24/2017,216.96,1186,11.38,107.15
11/27/2017,214.14,1195.83,11.55,106.58
11/28/2017,210.71,1193.6,11.17,106.46
11/29/2017,196.42,1161.27,10.83,103.53
11/30/2017,200.71,1176.75,10.89,104.32
12/1/2017,197.68,1162.35,10.73,103.83
12/4/2017,186.66,1133.95,10.03,99.85
12/5/2017,187.74,1141.57,9.91,100.69
12/6/2017,189.26,1152.35,10,102.92
12/7/2017,191.99,1159.79,10.04,104.07
12/8/2017,191.49,1162,9.94,103.44
12/11/2017,194.66,1168.92,10.16,104.54
12/12/2017,190.84,1165.08,9.9,103.67
12/13/2017,186.18,1164.13,10.11,103.94
12/14/2017,186.47,1174.26,10.13,104.24
12/15/2017,191.56,1179.14,10.29,105.48
12/18/2017,197.9,1190.58,10.98,105.08
12/19/2017,196.11,1187.38,10.95,104.26
12/20/2017,196.8,1177.62,10.98,103.39
12/21/2017,195.89,1174.76,10.89,103.62
12/22/2017,195.27,1168.36,10.54,102.63
12/26/2017,197.44,1176.76,10.46,102.54
12/27/2017,197.17,1182.26,10.53,102.65
12/28/2017,197.4,1186.1,10.55,102.79
12/29/2017,193.5,1169.47,10.28,102.23
1/2/2018,199.35,1189.01,10.98,104.41
1/3/2018,212.47,1204.2,11.55,105.29
1/4/2018,213.59,1209.59,12.12,106.68
1/5/2018,215.4,1229.14,11.88,108.1
1/8/2018,222,1246.87,12.28,108.86
1/9/2018,221.94,1252.7,11.82,109.15
1/10/2018,223.68,1254.33,11.96,108.8
1/11/2018,224.08,1276.68,12.14,109.1
1/12/2018,222.98,1305.2,12.02,110.24
1/16/2018,220.11,1304.86,11.91,108.89
1/17/2018,224.72,1295,12.18,110.04
1/18/2018,224.44,1293.32,12.47,111.77
1/19/2018,230.11,1294.58,12.59,111.93
1/22/2018,233.69,1327.31,12.65,112.89
1/23/2018,238.91,1362.54,12.94,113.24
1/24/2018,235.8,1357.51,12.71,112.85
1/25/2018,236.35,1377.95,12.41,111.96
1/26/2018,243.33,1402.05,12.95,113.7
1/29/2018,246.85,1417.68,13.32,113.3
1/30/2018,242.72,1437.82,12.87,112.23
1/31/2018,245.8,1450.89,13.74,113.91
2/1/2018,240.5,1390,13.25,112.74
2/2/2018,233.52,1429.95,12.45,110.78
2/5/2018,213.7,1390,11.57,107.65
2/6/2018,225.58,1442.84,11.65,109.57
2/7/2018,228.8,1416.78,11.6,110.05
2/8/2018,217.52,1350.5,11.22,104.03
2/9/2018,232.08,1339.6,11.31,106.98
2/12/2018,228.03,1386.23,11.68,108.55
2/13/2018,232.63,1414.51,11.78,107.69
2/14/2018,241.42,1451.05,12.2,109.02
2/15/2018,246.5,1461.76,12.19,113.12
2/16/2018,243.84,1448.69,11.82,112.86
2/20/2018,249.08,1468.35,12.02,114.35
2/21/2018,241.51,1482.92,11.72,114.48
2/22/2018,242.15,1485.34,11.84,113
2/23/2018,245.93,1500,12.07,114.96
2/26/2018,246.58,1521.95,12.42,116.65
2/27/2018,246.06,1511.98,12.53,116.47
2/28/2018,242,1512.45,12.11,116.25
3/1/2018,232.21,1493.45,11.9,119.43
3/2/2018,236.54,1500.25,11.81,121.92
3/5/2018,235.65,1523.61,11.91,122.5
3/6/2018,242.16,1537.64,11.76,124.48
3/7/2018,241.84,1545,12.24,125.33
3/8/2018,241.18,1551.86,11.97,126.36
3/9/2018,245.33,1578.89,11.7,127.41
3/12/2018,249.76,1598.39,11.52,126.78
3/13/2018,247.71,1588.18,11.64,126.73
3/14/2018,248.74,1591,11.36,127.99
3/15/2018,249.34,1582.32,11.46,127.22
3/16/2018,250.48,1571.68,11.47,125.97
3/19/2018,241,1544.93,11.43,124.98
3/20/2018,249.58,1586.51,11.11,125.12
3/21/2018,248.56,1581.86,11.26,121.7
3/22/2018,241.85,1544.92,10.91,118.04
3/23/2018,232.97,1495.56,10.63,114.43
3/26/2018,244.48,1555.86,10.44,118.97
3/27/2018,225.52,1497.05,10,113.81
3/28/2018,221.35,1431.42,9.81,112.88
3/29/2018,231.59,1447.34,10.05,116.3
4/2/2018,221.05,1371.99,9.53,115.3
4/3/2018,225.35,1392.05,9.55,116.49
4/4/2018,226.24,1410.57,9.77,119.48
4/5/2018,221.38,1451.75,10.02,119.04
4/6/2018,214.25,1405.23,9.61,116.1
4/9/2018,215.41,1406.08,9.53,117.19
4/10/2018,227.91,1436.22,9.98,119.49
4/11/2018,226.24,1427.05,9.82,119.16
4/12/2018,234.6,1448.5,10.08,121.4
4/13/2018,231.5,1430.79,9.93,119.01
4/16/2018,231.49,1441.5,10.09,119.41
4/17/2018,237.54,1503.83,10.52,123.35
4/18/2018,236.37,1527.84,10.36,124.46
4/19/2018,229.04,1556.91,10.11,124.06
4/20/2018,228.71,1527.49,9.99,122.82
4/23/2018,223.88,1517.86,10.04,121.89
4/24/2018,221.2,1460.09,10.09,117.88
4/25/2018,216.66,1460.17,9.71,117.32
4/26/2018,225.22,1517.96,11.04,120.83
4/27/2018,226.33,1572.62,11.11,120.22
4/30/2018,224.9,1566.13,10.88,120.99
5/1/2018,227.14,1582.26,11.13,123.11
5/2/2018,226.31,1569.68,10.97,122.82
5/3/2018,232.99,1572.08,10.93,124.41
5/4/2018,239.06,1580.95,11.28,125.12
5/7/2018,248.68,1600.14,11.59,126.97
5/8/2018,250.4,1592.39,11.61,128.75
5/9/2018,255.78,1608,11.95,129.73
5/10/2018,260.13,1609.08,12.13,130.62
5/11/2018,254.53,1602.91,11.95,130.63
5/14/2018,255.36,1601.54,12.23,127.69
5/15/2018,245.56,1576.12,12.45,128.13
5/16/2018,246.01,1587.28,12.82,128.77
5/17/2018,247.71,1581.76,12.82,126.05
5/18/2018,245.94,1574.37,12.82,126.96
5/21/2018,244.24,1585.46,12.99,126.37
5/22/2018,242.7,1581.4,12.98,125.44
5/23/2018,247.54,1601.86,13.1,128.09
5/24/2018,247.69,1603.07,13.41,128.74
5/25/2018,249.28,1610.15,13.54,127.96
5/29/2018,248.59,1612.87,13.36,126.88
5/30/2018,252.99,1624.89,13.82,129.3
5/31/2018,252.19,1629.62,13.73,129.33
6/1/2018,257.62,1641.54,14.4,130.52
6/4/2018,264.85,1665.27,14.85,132.65
6/5/2018,265.07,1696.35,14.85,134.12
6/6/2018,265.15,1695.75,15.67,135.55
6/7/2018,262.9,1689.3,14.89,132.91
6/8/2018,262.28,1683.99,15.25,133.53
6/11/2018,260.62,1689.12,15.73,133.98
6/12/2018,262.58,1698.75,15.85,136.26
6/13/2018,262.4,1704.86,16.32,136.5
6/14/2018,266.91,1723.86,16.25,138.41
6/15/2018,265.26,1715.97,16.34,138.41
6/18/2018,265.09,1723.79,17.11,139.8
6/19/2018,260.17,1734.78,16.69,139.52
6/20/2018,262.31,1750.08,16.52,138.94
6/21/2018,257.11,1730.22,15.65,137.88
6/22/2018,250.95,1715.67,15.8,135.01
6/25/2018,239.12,1663.15,15.11,133.19
6/26/2018,241.99,1691.09,15.5,135.48
6/27/2018,235.72,1660.51,14.97,133.22
6/28/2018,240.86,1701.45,15.31,135.12
6/29/2018,236.9,1699.8,14.99,136.4
7/2/2018,242.24,1713.78,15.16,140.43
7/3/2018,236.84,1693.96,15,137.84
7/5/2018,242.73,1699.73,15.5,139.77
7/6/2018,247.33,1710.63,16.36,141.4
7/9/2018,249.25,1739.02,16.61,141.76
7/10/2018,253.25,1743.07,16.55,142.45
7/11/2018,247.53,1755,16.27,145.25
7/12/2018,251.23,1796.62,16.56,148.16
7/13/2018,249.32,1813.03,16.27,147.61
7/16/2018,248.2,1822.49,16.58,146.96
7/17/2018,253.69,1843.93,16.87,147.02
7/18/2018,251.7,1842.92,16.85,147.84
7/19/2018,252.03,1812.97,16.71,147.16
7/20/2018,250.89,1813.7,16.5,146.87
7/23/2018,249.41,1802,16.66,147.56
7/24/2018,248.71,1829.24,16.19,146
7/25/2018,251.87,1863.61,16.05,148.87
7/26/2018,254.84,1808,18.35,147.57
7/27/2018,252.02,1817.27,18.94,143.91
7/30/2018,244.13,1779.22,19.42,138.03
7/31/2018,244.86,1777.44,18.33,137.15
8/1/2018,246.47,1797.17,18.48,137.68
8/2/2018,250.62,1834.33,18.79,141.14
8/3/2018,252.1,1823.29,18.49,141.04
8/6/2018,254.03,1847.75,19.43,142.71
8/7/2018,256.95,1862.48,19.56,144.44
8/8/2018,258.42,1886.52,19.58,145.17
8/9/2018,256.46,1898.52,19.1,145.82
8/10/2018,254.79,1886.3,19.06,145.51
8/13/2018,256.12,1896.2,19.73,144.45
8/14/2018,261.43,1919.65,20.02,146.57
8/15/2018,259.08,1882.62,19.7,145.04
8/16/2018,257.44,1886.52,19.33,145.73
8/17/2018,244.82,1882.22,19.77,145.02
8/20/2018,247.84,1876.71,19.98,145.71
8/21/2018,253.32,1883.42,20.4,145.53
8/22/2018,262.82,1904.9,20.9,146.46
8/23/2018,266.84,1902.9,22.29,147.83
8/24/2018,272.22,1905.39,23.98,152.3
8/27/2018,275.9,1927.68,25.26,151.68
8/28/2018,274.38,1932.82,25.05,152.99
8/29/2018,278.49,1998.1,25.2,154.8
8/30/2018,277.81,2002.38,24.89,152.14
8/31/2018,280.68,2012.71,25.17,152.68
9/4/2018,283.7,2039.51,28.06,153.21
9/5/2018,278.42,1994.82,28.51,148.65
9/6/2018,272.72,1958.31,27.84,148.83
9/7/2018,271.86,1952.07,27.38,150.43
9/10/2018,274.73,1939.01,29.89,151.32
9/11/2018,272.8,1987.15,30.1,152.84
9/12/2018,268.2,1990,32.21,155.37
9/13/2018,271.34,1989.87,30.48,158.18
9/14/2018,276.43,1970.19,32.72,157.49
9/17/2018,273.93,1908.03,32.43,154.92
9/18/2018,271.02,1941.05,31.93,156
9/19/2018,271.98,1926.42,31.21,152.9
9/20/2018,266.28,1944.3,31.18,155.5
9/21/2018,263.45,1915.01,31.02,155.52
9/24/2018,265.7,1934.36,32.61,158.78
9/25/2018,268.41,1974.55,32.57,158.87
9/26/2018,266.92,1974.85,32.19,158.33
9/27/2018,267.4,2012.98,32.59,160.43
9/28/2018,281.02,2003,30.89,159.03
10/1/2018,289.36,2004.36,31.42,159.86
10/2/2018,286.48,1971.31,29.02,157.26
10/3/2018,286.73,1952.76,28.43,159.1
10/4/2018,279.29,1909.42,27.78,154.9
10/5/2018,269.86,1889.65,27.35,155.07
10/8/2018,265.77,1864.42,26.46,148.65
10/9/2018,265.54,1870.32,27.24,148.5
10/10/2018,245.69,1755.25,25,137.81
10/11/2018,235.13,1719.36,25.3,139.24
10/12/2018,246.54,1788.61,26.34,146.74
10/15/2018,235.38,1760.95,26.26,141.95
10/16/2018,245.83,1819.96,28.18,147.44
10/17/2018,243.06,1831.73,27.3,147.01
10/18/2018,239.53,1770.72,26.62,142.84
10/19/2018,229.17,1764.03,23.66,140.49
10/22/2018,231.22,1789.3,25.03,142.95
10/23/2018,221.06,1768.7,25.09,140.66
10/24/2018,199.41,1664.2,22.79,133.26
10/25/2018,207.84,1782.17,19.27,140.8
10/26/2018,198.29,1642.81,17.63,135.52
10/29/2018,185.62,1538.88,16.85,130.99
10/30/2018,203,1530.42,17.2,132.17
10/31/2018,210.83,1598.01,18.21,137.24
11/1/2018,218.11,1665.53,20.22,139.59
11/2/2018,214.92,1665.53,20.23,136.79
11/5/2018,211.77,1627.8,19.9,135.44
11/6/2018,211.06,1642.81,20.68,133.95
11/7/2018,213.79,1755.49,21.84,141.79
11/8/2018,205.99,1754.91,21.2,141.87
11/9/2018,205.67,1712.43,21.03,136.92
11/12/2018,189.54,1636.85,19.03,130.5
11/13/2018,199.31,1631.17,19.61,132.16
11/14/2018,197.19,1599.01,20.81,129.35
11/15/2018,202.39,1619.44,21.49,132.49
11/16/2018,164.43,1593.41,20.66,132.55
11/19/2018,144.7,1512.29,19.11,121.01
11/20/2018,149.08,1495.46,19.21,120.67
11/21/2018,144.71,1516.73,18.73,123.59
11/23/2018,145,1502.06,19.38,122.03
11/26/2018,153.05,1581.33,20.08,126.41
11/27/2018,153.73,1581.42,21.05,127.54
11/28/2018,160.07,1677.75,21.34,140.64
11/29/2018,157.36,1673.57,21.43,139.72
11/30/2018,163.43,1690.17,21.3,142.76
12/3/2018,170.04,1772.36,23.71,144.15
12/4/2018,157.11,1668.4,21.12,139.24
12/6/2018,158.29,1699.19,21.3,142.06
12/7/2018,147.61,1629.13,19.46,135.95
12/10/2018,151.86,1641.03,19.99,137.27
12/11/2018,148.19,1643.24,19.98,136.79
12/12/2018,148.9,1663.54,20.48,140.09
12/13/2018,148.89,1658.38,19.86,141.14
12/14/2018,146.45,1591.91,19.9,137.04
12/17/2018,143.58,1520.91,18.83,130.83
12/18/2018,146.94,1551.48,19.5,132.32
12/19/2018,138.51,1495.08,18.16,131.16
12/20/2018,135.1,1460.83,17.94,127.73
12/21/2018,129.57,1377.45,16.93,122.91
12/24/2018,127.08,1343.96,16.65,121.33
12/26/2018,133.1,1470.9,17.9,130.84
12/27/2018,131.17,1461.64,17.49,135.2
12/28/2018,133.65,1478.02,17.82,134.68
12/31/2018,133.5,1501.97,18.46,136.97
1/2/2019,136.22,1539.13,18.83,135.55
1/3/2019,127.99,1500.28,17.05,130.4
1/4/2019,136.19,1575.39,19,137.96
1/7/2019,143.4,1629.51,20.57,142.22
1/8/2019,139.83,1656.58,20.75,145.72
1/9/2019,142.58,1659.42,20.19,145.99
1/10/2019,145.23,1656.22,19.74,147.04
1/11/2019,148.83,1640.56,20.27,147.55
1/14/2019,150.44,1617.21,20.23,146.05
1/15/2019,149.87,1674.56,20.38,149.19
1/16/2019,148.84,1683.78,19.73,148.54
1/17/2019,151.72,1693.22,20.25,149.82
1/18/2019,156.93,1696.2,20.77,152.51
1/22/2019,148.77,1632.17,19.76,148.95
1/23/2019,149.29,1640.02,19.8,149.75
1/24/2019,157.84,1654.93,20.85,146.87
1/25/2019,160.15,1670.57,21.93,149.74
1/28/2019,138.01,1637.89,20.18,147.33
1/29/2019,131.6,1593.88,19.25,145.18
1/30/2019,137.39,1670.43,23.09,149.16
1/31/2019,143.75,1718.73,24.41,151.97
2/1/2019,144.73,1626.23,24.51,155.87
2/4/2019,149.18,1633.31,24.13,157.72
2/5/2019,149.95,1658.81,23.31,158.99
2/6/2019,153,1640.26,23.26,158.13
2/7/2019,147.42,1614.37,22.67,154.93
2/8/2019,148.17,1588.22,23.05,156.67
2/11/2019,146.45,1591,22.96,159.91
2/12/2019,151.17,1638.01,22.82,162.79
2/13/2019,152.88,1640,22.85,160.4
2/14/2019,154.53,1622.65,23.13,159.47
2/15/2019,157.34,1607.95,23.68,159.05
2/19/2019,156.64,1627.58,23.95,160.61
2/20/2019,158.55,1622.1,23.95,158.54
2/21/2019,155.77,1619.44,23.92,159.63
2/22/2019,159.19,1631.56,24.36,161.31
2/25/2019,158.69,1633,24.71,161.36
2/26/2019,157.1,1636.4,24.21,163
2/27/2019,155.41,1641.09,23.48,163.12
2/28/2019,154.26,1639.83,23.53,163.65
3/1/2019,156.45,1671.73,23.68,164.53
3/4/2019,156.78,1696.17,23.37,158.5
3/5/2019,156.52,1692.43,23.5,156.97
3/6/2019,152.05,1668.95,22.41,156.79
3/7/2019,149.26,1625.95,22.08,155.6
3/8/2019,150.64,1620.8,22.01,155.06
3/11/2019,161.14,1670.62,22.96,157.65
3/12/2019,162.52,1673.1,23.49,158.28
3/13/2019,168.62,1690.81,23.38,159.81
3/14/2019,165.56,1686.22,22.82,160.67
3/15/2019,169.81,1712.36,23.29,161.51
3/18/2019,168.95,1742.15,23.25,161.95
3/19/2019,175.71,1761.85,26,163.93
3/20/2019,174.4,1797.27,25.7,163.51
3/21/2019,183.94,1819.26,27.89,166.95
3/22/2019,177.5,1764.77,26.37,161.5
3/25/2019,173.78,1774.26,25.97,160.88
3/26/2019,176.87,1783.76,25.69,159.4
3/27/2019,176.5,1765.7,24.89,155.12
3/28/2019,177.25,1773.42,25.06,155.18
3/29/2019,179.56,1780.75,25.52,158.37
4/1/2019,182.28,1814.19,26.36,161.18
4/2/2019,183,1813.98,26.75,160.51
4/3/2019,188.62,1820.7,29.02,162.62
4/4/2019,188.26,1818.86,29.09,158.52
4/5/2019,190.95,1837.28,28.98,158.56
4/8/2019,191.79,1849.86,28.53,158.47
4/9/2019,189.26,1835.84,27.24,156.97
4/10/2019,192.1,1847.33,27.83,160.24
4/11/2019,191.54,1844.07,27.79,160.73
4/12/2019,190.01,1843.06,27.85,160.71
4/15/2019,184.7,1844.87,27.33,160.09
4/16/2019,188.21,1863.04,27.93,158.69
4/17/2019,187.29,1864.82,27.49,155.34
4/18/2019,186.3,1861.69,27.68,155.99
4/22/2019,188.47,1887.31,28.18,158.76
4/23/2019,190.67,1923.77,27.97,161.23
4/24/2019,191.17,1901.75,28.46,159.56
4/25/2019,186.91,1902.25,27.66,163.09
4/26/2019,178.09,1950.63,27.88,165.96
4/29/2019,179.33,1938.43,27.69,165.36
4/30/2019,181,1926.52,27.63,165.35
5/1/2019,180.47,1911.52,26.81,162.15
5/2/2019,183.19,1900.82,28.29,161.83
5/3/2019,183.01,1962.46,28.22,163.34
5/6/2019,179.85,1950.55,27.42,162.5
5/7/2019,173.11,1921,26.66,156.9
5/8/2019,173.92,1917.77,27.09,156.86
5/9/2019,170.19,1899.87,27.21,156.31
5/10/2019,168.82,1889.98,27.96,159.94
5/13/2019,158.45,1822.68,26.24,153.15
5/14/2019,162.04,1840.12,27.32,158.07
5/15/2019,159.58,1871.15,27.58,155.06
5/16/2019,160.19,1907.57,28.01,158.48
5/17/2019,156.53,1869,27.5,154.57
5/20/2019,151.75,1858.97,26.68,155.98
5/21/2019,155.06,1857.52,27.35,155.78
5/22/2019,152.2,1859.68,27.41,157.64
5/23/2019,147.32,1815.48,26.36,153.71
5/24/2019,145.15,1823.28,26.44,154.51
5/28/2019,143.33,1836.43,29.03,155.19
5/29/2019,140.34,1819.19,28.09,152.89
5/30/2019,139.11,1816.32,28.03,155.66
5/31/2019,135.46,1775.07,27.41,151.41
6/3/2019,133.78,1692.69,27.58,145.1
6/4/2019,143,1729.56,29.57,150.81
6/5/2019,141.28,1738.5,29.5,158.44
6/6/2019,143.78,1754.36,31.82,159.31
6/7/2019,145.5,1804.03,32.41,161.27
6/10/2019,148.43,1860.63,33.23,152.79
6/11/2019,150.75,1863.7,32.41,150.15
6/12/2019,146.2,1855.32,32.18,151.28
6/13/2019,148.26,1870.3,31.39,151.34
6/14/2019,144.64,1869.67,30.36,150.01
6/17/2019,145.03,1886.03,29.2,150.29
6/18/2019,152.88,1901.37,30.45,150.59
6/19/2019,153.12,1908.79,30.5,154.14
6/20/2019,154.1,1918.19,30.01,157.2
6/21/2019,151.76,1911.3,29.1,156.84
6/24/2019,152.66,1913.9,29.26,152.56
6/25/2019,151.48,1878.27,28.86,149.34
6/26/2019,159.26,1897.83,29.92,149.04
6/27/2019,163.23,1904.28,30.74,150.69
6/28/2019,164.23,1893.63,30.37,151.73
7/1/2019,166.17,1922.19,31.2,154.06
7/2/2019,162.23,1934.31,31.24,154.12
7/3/2019,162.75,1939,31.19,155.59
7/5/2019,160.23,1942.91,31.5,154.58
7/8/2019,157.21,1952.32,32.04,152.81
7/9/2019,157.31,1988.3,33.15,153.95
7/10/2019,160.06,2017.41,33.79,156.27
7/11/2019,166.28,2001.07,33.06,158.9
7/12/2019,167.61,2011,33.21,158.08
7/15/2019,167.27,2020.99,34.39,159.65
7/16/2019,167.08,2009.9,33.85,157.13
7/17/2019,169.71,1992.03,33.6,158.24
7/18/2019,170.18,1977.9,33,157.98
7/19/2019,168.44,1964.52,32.51,156.75
7/22/2019,171.32,1985.63,32.85,157.7
7/23/2019,175.66,1994.49,33.49,156.25
7/24/2019,178.66,2000.81,34.11,159.75
7/25/2019,173.38,1973.82,33.67,159.35
7/26/2019,175.07,1943.05,34.02,159.97
7/29/2019,174.82,1912.45,33.48,156.21
7/30/2019,175.45,1898.53,33.87,156.96
7/31/2019,168.72,1866.78,30.45,154.5
8/1/2019,164.92,1855.32,29.86,150.81
8/2/2019,161.19,1823.24,29.44,145.7
8/5/2019,150.79,1765.13,27.99,142.82
8/6/2019,152.35,1787.83,28.86,142.8
8/7/2019,153.89,1793.4,29.19,141.64
8/8/2019,158.26,1832.89,33.92,143.82
8/9/2019,154.18,1807.58,34.19,143.37
8/12/2019,151.45,1784.92,32.43,140.72
8/13/2019,156.05,1824.34,32.11,143.88
8/14/2019,150.07,1762.96,30.24,139.72
8/15/2019,148.77,1776.12,29.67,142.13
8/16/2019,159.56,1792.57,31.18,143.89
8/19/2019,170.78,1816.12,31.48,143.67
8/20/2019,167.87,1801.38,30.72,145.54
8/21/2019,171.23,1823.54,31.7,147.38
8/22/2019,171.48,1805.6,31.9,148.24
8/23/2019,162.44,1749.62,29.54,151.57
8/26/2019,165.45,1768.87,30.28,155.14
8/27/2019,161.8,1761.83,30.2,153.57
8/28/2019,161.22,1764.25,30.78,151.83
8/29/2019,167,1786.4,31.45,155.93
8/30/2019,167.51,1776.29,31.45,156.07
9/3/2019,164.17,1789.84,30.9,152.73
9/4/2019,168.76,1800.62,30.95,152.46
9/5/2019,179.74,1840.72,31.5,153.77
9/6/2019,178.65,1833.51,30.56,151.07
9/9/2019,180.5,1831.35,30.5,149.54
9/10/2019,183.18,1820.55,30.23,149.65
9/11/2019,184.33,1822.99,29.76,154.09
9/12/2019,184.27,1843.55,30.21,154.75
9/13/2019,181.94,1839.34,30.69,152.98
9/16/2019,180.21,1807.84,30.83,153.01
9/17/2019,181.07,1822.55,30.99,152.82
9/18/2019,179.98,1817.46,30.42,152.77
9/19/2019,176.94,1821.5,30.29,153.6
9/20/2019,172.69,1794.16,30.05,155.2
9/23/2019,174.84,1785.3,30.64,154.65
9/24/2019,172.53,1741.61,29.52,152.05
9/25/2019,178.23,1768.33,29.54,152.99
9/26/2019,177.34,1739.84,29.47,152.34
9/27/2019,171.76,1725.45,28.72,148.26
9/30/2019,174.07,1735.91,28.99,148.44
10/1/2019,174,1735.65,28.76,147.69
10/2/2019,173.04,1713.23,28.31,144.22
10/3/2019,181.31,1724.42,28.68,147
10/4/2019,181.97,1739.65,29.01,148.03
10/7/2019,184.33,1732.66,28.93,148.8
10/8/2019,177.23,1705.51,28.23,145.91
10/9/2019,180.71,1721.99,28.46,147.05
