,NVDA,,AMZN,,AMD,,CRM
Date,Close,Date,Close,Date,Close,Date,Close
1/14/2019 16:00:00,150.44,1/14/2019 16:00:00,1617.21,1/14/2019 16:00:00,20.23,1/14/2019 16:00:00,146.05
1/15/2019 16:00:00,149.87,1/15/2019 16:00:00,1674.56,1/15/2019 16:00:00,20.38,1/15/2019 16:00:00,149.19
1/16/2019 16:00:00,148.84,1/16/2019 16:00:00,1683.78,1/16/2019 16:00:00,19.73,1/16/2019 16:00:00,148.54
1/17/2019 16:00:00,151.72,1/17/2019 16:00:00,1693.22,1/17/2019 16:00:00,20.25,1/17/2019 16:00:00,149.82
1/18/2019 16:00:00,156.93,1/18/2019 16:00:00,1696.2,1/18/2019 16:00:00,20.77,1/18/2019 16:00:00,152.51
1/22/2019 16:00:00,148.77,1/22/2019 16:00:00,1632.17,1/22/2019 16:00:00,19.76,1/22/2019 16:00:00,148.95
1/23/2019 16:00:00,149.29,1/23/2019 16:00:00,1640.02,1/23/2019 16:00:00,19.8,1/23/2019 16:00:00,149.75
1/24/2019 16:00:00,157.84,1/24/2019 16:00:00,1654.93,1/24/2019 16:00:00,20.85,1/24/2019 16:00:00,146.87
1/25/2019 16:00:00,160.15,1/25/2019 16:00:00,1670.57,1/25/2019 16:00:00,21.93,1/25/2019 16:00:00,149.74
1/28/2019 16:00:00,138.01,1/28/2019 16:00:00,1637.89,1/28/2019 16:00:00,20.18,1/28/2019 16:00:00,147.33
1/29/2019 16:00:00,131.6,1/29/2019 16:00:00,1593.88,1/29/2019 16:00:00,19.25,1/29/2019 16:00:00,145.18
1/30/2019 16:00:00,137.39,1/30/2019 16:00:00,1670.43,1/30/2019 16:00:00,23.09,1/30/2019 16:00:00,149.16
1/31/2019 16:00:00,143.75,1/31/2019 16:00:00,1718.73,1/31/2019 16:00:00,24.41,1/31/2019 16:00:00,151.97
2/1/2019 16:00:00,144.73,2/1/2019 16:00:00,1626.23,2/1/2019 16:00:00,24.51,2/1/2019 16:00:00,155.87
2/4/2019 16:00:00,149.18,2/4/2019 16:00:00,1633.31,2/4/2019 16:00:00,24.13,2/4/2019 16:00:00,157.72
2/5/2019 16:00:00,149.95,2/5/2019 16:00:00,1658.81,2/5/2019 16:00:00,23.31,2/5/2019 16:00:00,158.99
2/6/2019 16:00:00,153,2/6/2019 16:00:00,1640.26,2/6/2019 16:00:00,23.26,2/6/2019 16:00:00,158.13
2/7/2019 16:00:00,147.42,2/7/2019 16:00:00,1614.37,2/7/2019 16:00:00,22.67,2/7/2019 16:00:00,154.93
2/8/2019 16:00:00,148.17,2/8/2019 16:00:00,1588.22,2/8/2019 16:00:00,23.05,2/8/2019 16:00:00,156.67
2/11/2019 16:00:00,146.45,2/11/2019 16:00:00,1591,2/11/2019 16:00:00,22.96,2/11/2019 16:00:00,159.91
2/12/2019 16:00:00,151.17,2/12/2019 16:00:00,1638.01,2/12/2019 16:00:00,22.82,2/12/2019 16:00:00,162.79
2/13/2019 16:00:00,152.88,2/13/2019 16:00:00,1640,2/13/2019 16:00:00,22.85,2/13/2019 16:00:00,160.4
2/14/2019 16:00:00,154.53,2/14/2019 16:00:00,1622.65,2/14/2019 16:00:00,23.13,2/14/2019 16:00:00,159.47
2/15/2019 16:00:00,157.34,2/15/2019 16:00:00,1607.95,2/15/2019 16:00:00,23.68,2/15/2019 16:00:00,159.05
2/19/2019 16:00:00,156.64,2/19/2019 16:00:00,1627.58,2/19/2019 16:00:00,23.95,2/19/2019 16:00:00,160.61
2/20/2019 16:00:00,158.55,2/20/2019 16:00:00,1622.1,2/20/2019 16:00:00,23.95,2/20/2019 16:00:00,158.54
2/21/2019 16:00:00,155.77,2/21/2019 16:00:00,1619.44,2/21/2019 16:00:00,23.92,2/21/2019 16:00:00,159.63
2/22/2019 16:00:00,159.19,2/22/2019 16:00:00,1631.56,2/22/2019 16:00:00,24.36,2/22/2019 16:00:00,161.31
2/25/2019 16:00:00,158.69,2/25/2019 16:00:00,1633,2/25/2019 16:00:00,24.71,2/25/2019 16:00:00,161.36
2/26/2019 16:00:00,157.1,2/26/2019 16:00:00,1636.4,2/26/2019 16:00:00,24.21,2/26/2019 16:00:00,163
2/27/2019 16:00:00,155.41,2/27/2019 16:00:00,1641.09,2/27/2019 16:00:00,23.48,2/27/2019 16:00:00,163.12
2/28/2019 16:00:00,154.26,2/28/2019 16:00:00,1639.83,2/28/2019 16:00:00,23.53,2/28/2019 16:00:00,163.65
3/1/2019 16:00:00,156.45,3/1/2019 16:00:00,1671.73,3/1/2019 16:00:00,23.68,3/1/2019 16:00:00,164.53
3/4/2019 16:00:00,156.78,3/4/2019 16:00:00,1696.17,3/4/2019 16:00:00,23.37,3/4/2019 16:00:00,158.5
3/5/2019 16:00:00,156.52,3/5/2019 16:00:00,1692.43,3/5/2019 16:00:00,23.5,3/5/2019 16:00:00,156.97
3/6/2019 16:00:00,152.05,3/6/2019 16:00:00,1668.95,3/6/2019 16:00:00,22.41,3/6/2019 16:00:00,156.79
3/7/2019 16:00:00,149.26,3/7/2019 16:00:00,1625.95,3/7/2019 16:00:00,22.08,3/7/2019 16:00:00,155.6
3/8/2019 16:00:00,150.64,3/8/2019 16:00:00,1620.8,3/8/2019 16:00:00,22.01,3/8/2019 16:00:00,155.06
3/11/2019 16:00:00,161.14,3/11/2019 16:00:00,1670.62,3/11/2019 16:00:00,22.96,3/11/2019 16:00:00,157.65
3/12/2019 16:00:00,162.52,3/12/2019 16:00:00,1673.1,3/12/2019 16:00:00,23.49,3/12/2019 16:00:00,158.28
3/13/2019 16:00:00,168.62,3/13/2019 16:00:00,1690.81,3/13/2019 16:00:00,23.38,3/13/2019 16:00:00,159.81
3/14/2019 16:00:00,165.56,3/14/2019 16:00:00,1686.22,3/14/2019 16:00:00,22.82,3/14/2019 16:00:00,160.67
3/15/2019 16:00:00,169.81,3/15/2019 16:00:00,1712.36,3/15/2019 16:00:00,23.29,3/15/2019 16:00:00,161.51
3/18/2019 16:00:00,168.95,3/18/2019 16:00:00,1742.15,3/18/2019 16:00:00,23.25,3/18/2019 16:00:00,161.95
3/19/2019 16:00:00,175.71,3/19/2019 16:00:00,1761.85,3/19/2019 16:00:00,26,3/19/2019 16:00:00,163.93
3/20/2019 16:00:00,174.4,3/20/2019 16:00:00,1797.27,3/20/2019 16:00:00,25.7,3/20/2019 16:00:00,163.51
3/21/2019 16:00:00,183.94,3/21/2019 16:00:00,1819.26,3/21/2019 16:00:00,27.89,3/21/2019 16:00:00,166.95
3/22/2019 16:00:00,177.5,3/22/2019 16:00:00,1764.77,3/22/2019 16:00:00,26.37,3/22/2019 16:00:00,161.5
3/25/2019 16:00:00,173.78,3/25/2019 16:00:00,1774.26,3/25/2019 16:00:00,25.97,3/25/2019 16:00:00,160.88
3/26/2019 16:00:00,176.87,3/26/2019 16:00:00,1783.76,3/26/2019 16:00:00,25.69,3/26/2019 16:00:00,159.4
3/27/2019 16:00:00,176.5,3/27/2019 16:00:00,1765.7,3/27/2019 16:00:00,24.89,3/27/2019 16:00:00,155.12
3/28/2019 16:00:00,177.25,3/28/2019 16:00:00,1773.42,3/28/2019 16:00:00,25.06,3/28/2019 16:00:00,155.18
3/29/2019 16:00:00,179.56,3/29/2019 16:00:00,1780.75,3/29/2019 16:00:00,25.52,3/29/2019 16:00:00,158.37
4/1/2019 16:00:00,182.28,4/1/2019 16:00:00,1814.19,4/1/2019 16:00:00,26.36,4/1/2019 16:00:00,161.18
4/2/2019 16:00:00,183,4/2/2019 16:00:00,1813.98,4/2/2019 16:00:00,26.75,4/2/2019 16:00:00,160.51
4/3/2019 16:00:00,188.62,4/3/2019 16:00:00,1820.7,4/3/2019 16:00:00,29.02,4/3/2019 16:00:00,162.62
4/4/2019 16:00:00,188.26,4/4/2019 16:00:00,1818.86,4/4/2019 16:00:00,29.09,4/4/2019 16:00:00,158.52
4/5/2019 16:00:00,190.95,4/5/2019 16:00:00,1837.28,4/5/2019 16:00:00,28.98,4/5/2019 16:00:00,158.56
4/8/2019 16:00:00,191.79,4/8/2019 16:00:00,1849.86,4/8/2019 16:00:00,28.53,4/8/2019 16:00:00,158.47
4/9/2019 16:00:00,189.26,4/9/2019 16:00:00,1835.84,4/9/2019 16:00:00,27.24,4/9/2019 16:00:00,156.97
4/10/2019 16:00:00,192.1,4/10/2019 16:00:00,1847.33,4/10/2019 16:00:00,27.83,4/10/2019 16:00:00,160.24
4/11/2019 16:00:00,191.54,4/11/2019 16:00:00,1844.07,4/11/2019 16:00:00,27.79,4/11/2019 16:00:00,160.73
4/12/2019 16:00:00,190.01,4/12/2019 16:00:00,1843.06,4/12/2019 16:00:00,27.85,4/12/2019 16:00:00,160.71
4/15/2019 16:00:00,184.7,4/15/2019 16:00:00,1844.87,4/15/2019 16:00:00,27.33,4/15/2019 16:00:00,160.09
4/16/2019 16:00:00,188.21,4/16/2019 16:00:00,1863.04,4/16/2019 16:00:00,27.93,4/16/2019 16:00:00,158.69
4/17/2019 16:00:00,187.29,4/17/2019 16:00:00,1864.82,4/17/2019 16:00:00,27.49,4/17/2019 16:00:00,155.34
4/18/2019 16:00:00,186.3,4/18/2019 16:00:00,1861.69,4/18/2019 16:00:00,27.68,4/18/2019 16:00:00,155.99
4/22/2019 16:00:00,188.47,4/22/2019 16:00:00,1887.31,4/22/2019 16:00:00,28.18,4/22/2019 16:00:00,158.76
4/23/2019 16:00:00,190.67,4/23/2019 16:00:00,1923.77,4/23/2019 16:00:00,27.97,4/23/2019 16:00:00,161.23
4/24/2019 16:00:00,191.17,4/24/2019 16:00:00,1901.75,4/24/2019 16:00:00,28.46,4/24/2019 16:00:00,159.56
4/25/2019 16:00:00,186.91,4/25/2019 16:00:00,1902.25,4/25/2019 16:00:00,27.66,4/25/2019 16:00:00,163.09
4/26/2019 16:00:00,178.09,4/26/2019 16:00:00,1950.63,4/26/2019 16:00:00,27.88,4/26/2019 16:00:00,165.96
4/29/2019 16:00:00,179.33,4/29/2019 16:00:00,1938.43,4/29/2019 16:00:00,27.69,4/29/2019 16:00:00,165.36
4/30/2019 16:00:00,181,4/30/2019 16:00:00,1926.52,4/30/2019 16:00:00,27.63,4/30/2019 16:00:00,165.35
5/1/2019 16:00:00,180.47,5/1/2019 16:00:00,1911.52,5/1/2019 16:00:00,26.81,5/1/2019 16:00:00,162.15
5/2/2019 16:00:00,183.19,5/2/2019 16:00:00,1900.82,5/2/2019 16:00:00,28.29,5/2/2019 16:00:00,161.83
5/3/2019 16:00:00,183.01,5/3/2019 16:00:00,1962.46,5/3/2019 16:00:00,28.22,5/3/2019 16:00:00,163.34
5/6/2019 16:00:00,179.85,5/6/2019 16:00:00,1950.55,5/6/2019 16:00:00,27.42,5/6/2019 16:00:00,162.5
5/7/2019 16:00:00,173.11,5/7/2019 16:00:00,1921,5/7/2019 16:00:00,26.66,5/7/2019 16:00:00,156.9
5/8/2019 16:00:00,173.92,5/8/2019 16:00:00,1917.77,5/8/2019 16:00:00,27.09,5/8/2019 16:00:00,156.86
5/9/2019 16:00:00,170.19,5/9/2019 16:00:00,1899.87,5/9/2019 16:00:00,27.21,5/9/2019 16:00:00,156.31
5/10/2019 16:00:00,168.82,5/10/2019 16:00:00,1889.98,5/10/2019 16:00:00,27.96,5/10/2019 16:00:00,159.94
5/13/2019 16:00:00,158.45,5/13/2019 16:00:00,1822.68,5/13/2019 16:00:00,26.24,5/13/2019 16:00:00,153.15
5/14/2019 16:00:00,162.04,5/14/2019 16:00:00,1840.12,5/14/2019 16:00:00,27.32,5/14/2019 16:00:00,158.07
5/15/2019 16:00:00,159.58,5/15/2019 16:00:00,1871.15,5/15/2019 16:00:00,27.58,5/15/2019 16:00:00,155.06
5/16/2019 16:00:00,160.19,5/16/2019 16:00:00,1907.57,5/16/2019 16:00:00,28.01,5/16/2019 16:00:00,158.48
5/17/2019 16:00:00,156.53,5/17/2019 16:00:00,1869,5/17/2019 16:00:00,27.5,5/17/2019 16:00:00,154.57
5/20/2019 16:00:00,151.75,5/20/2019 16:00:00,1858.97,5/20/2019 16:00:00,26.68,5/20/2019 16:00:00,155.98
5/21/2019 16:00:00,155.06,5/21/2019 16:00:00,1857.52,5/21/2019 16:00:00,27.35,5/21/2019 16:00:00,155.78
5/22/2019 16:00:00,152.2,5/22/2019 16:00:00,1859.68,5/22/2019 16:00:00,27.41,5/22/2019 16:00:00,157.64
5/23/2019 16:00:00,147.32,5/23/2019 16:00:00,1815.48,5/23/2019 16:00:00,26.36,5/23/2019 16:00:00,153.71
5/24/2019 16:00:00,145.15,5/24/2019 16:00:00,1823.28,5/24/2019 16:00:00,26.44,5/24/2019 16:00:00,154.51
5/28/2019 16:00:00,143.33,5/28/2019 16:00:00,1836.43,5/28/2019 16:00:00,29.03,5/28/2019 16:00:00,155.19
5/29/2019 16:00:00,140.34,5/29/2019 16:00:00,1819.19,5/29/2019 16:00:00,28.09,5/29/2019 16:00:00,152.89
5/30/2019 16:00:00,139.11,5/30/2019 16:00:00,1816.32,5/30/2019 16:00:00,28.03,5/30/2019 16:00:00,155.66
5/31/2019 16:00:00,135.46,5/31/2019 16:00:00,1775.07,5/31/2019 16:00:00,27.41,5/31/2019 16:00:00,151.41
6/3/2019 16:00:00,133.78,6/3/2019 16:00:00,1692.69,6/3/2019 16:00:00,27.58,6/3/2019 16:00:00,145.1
6/4/2019 16:00:00,143,6/4/2019 16:00:00,1729.56,6/4/2019 16:00:00,29.57,6/4/2019 16:00:00,150.81
6/5/2019 16:00:00,141.28,6/5/2019 16:00:00,1738.5,6/5/2019 16:00:00,29.5,6/5/2019 16:00:00,158.44
6/6/2019 16:00:00,143.78,6/6/2019 16:00:00,1754.36,6/6/2019 16:00:00,31.82,6/6/2019 16:00:00,159.31
6/7/2019 16:00:00,145.5,6/7/2019 16:00:00,1804.03,6/7/2019 16:00:00,32.41,6/7/2019 16:00:00,161.27
6/10/2019 16:00:00,148.43,6/10/2019 16:00:00,1860.63,6/10/2019 16:00:00,33.23,6/10/2019 16:00:00,152.79
6/11/2019 16:00:00,150.75,6/11/2019 16:00:00,1863.7,6/11/2019 16:00:00,32.41,6/11/2019 16:00:00,150.15
6/12/2019 16:00:00,146.2,6/12/2019 16:00:00,1855.32,6/12/2019 16:00:00,32.18,6/12/2019 16:00:00,151.28
6/13/2019 16:00:00,148.26,6/13/2019 16:00:00,1870.3,6/13/2019 16:00:00,31.39,6/13/2019 16:00:00,151.34
6/14/2019 16:00:00,144.64,6/14/2019 16:00:00,1869.67,6/14/2019 16:00:00,30.36,6/14/2019 16:00:00,150.01
6/17/2019 16:00:00,145.03,6/17/2019 16:00:00,1886.03,6/17/2019 16:00:00,29.2,6/17/2019 16:00:00,150.29
6/18/2019 16:00:00,152.88,6/18/2019 16:00:00,1901.37,6/18/2019 16:00:00,30.45,6/18/2019 16:00:00,150.59
6/19/2019 16:00:00,153.12,6/19/2019 16:00:00,1908.79,6/19/2019 16:00:00,30.5,6/19/2019 16:00:00,154.14
6/20/2019 16:00:00,154.1,6/20/2019 16:00:00,1918.19,6/20/2019 16:00:00,30.01,6/20/2019 16:00:00,157.2
6/21/2019 16:00:00,151.76,6/21/2019 16:00:00,1911.3,6/21/2019 16:00:00,29.1,6/21/2019 16:00:00,156.84
6/24/2019 16:00:00,152.66,6/24/2019 16:00:00,1913.9,6/24/2019 16:00:00,29.26,6/24/2019 16:00:00,152.56
6/25/2019 16:00:00,151.48,6/25/2019 16:00:00,1878.27,6/25/2019 16:00:00,28.86,6/25/2019 16:00:00,149.34
6/26/2019 16:00:00,159.26,6/26/2019 16:00:00,1897.83,6/26/2019 16:00:00,29.92,6/26/2019 16:00:00,149.04
6/27/2019 16:00:00,163.23,6/27/2019 16:00:00,1904.28,6/27/2019 16:00:00,30.74,6/27/2019 16:00:00,150.69
6/28/2019 16:00:00,164.23,6/28/2019 16:00:00,1893.63,6/28/2019 16:00:00,30.37,6/28/2019 16:00:00,151.73
7/1/2019 16:00:00,166.17,7/1/2019 16:00:00,1922.19,7/1/2019 16:00:00,31.2,7/1/2019 16:00:00,154.06
7/2/2019 16:00:00,162.23,7/2/2019 16:00:00,1934.31,7/2/2019 16:00:00,31.24,7/2/2019 16:00:00,154.12
7/3/2019 13:00:00,162.75,7/3/2019 13:00:00,1939,7/3/2019 13:00:00,31.19,7/3/2019 13:00:00,155.59
7/5/2019 16:00:00,160.23,7/5/2019 16:00:00,1942.91,7/5/2019 16:00:00,31.5,7/5/2019 16:00:00,154.58
7/8/2019 16:00:00,157.21,7/8/2019 16:00:00,1952.32,7/8/2019 16:00:00,32.04,7/8/2019 16:00:00,152.81
7/9/2019 16:00:00,157.31,7/9/2019 16:00:00,1988.3,7/9/2019 16:00:00,33.15,7/9/2019 16:00:00,153.95
7/10/2019 16:00:00,160.06,7/10/2019 16:00:00,2017.41,7/10/2019 16:00:00,33.79,7/10/2019 16:00:00,156.27
7/11/2019 16:00:00,166.28,7/11/2019 16:00:00,2001.07,7/11/2019 16:00:00,33.06,7/11/2019 16:00:00,158.9
7/12/2019 16:00:00,167.61,7/12/2019 16:00:00,2011,7/12/2019 16:00:00,33.21,7/12/2019 16:00:00,158.08
7/15/2019 16:00:00,167.27,7/15/2019 16:00:00,2020.99,7/15/2019 16:00:00,34.39,7/15/2019 16:00:00,159.65
7/16/2019 16:00:00,167.08,7/16/2019 16:00:00,2009.9,7/16/2019 16:00:00,33.85,7/16/2019 16:00:00,157.13
7/17/2019 16:00:00,169.71,7/17/2019 16:00:00,1992.03,7/17/2019 16:00:00,33.6,7/17/2019 16:00:00,158.24
7/18/2019 16:00:00,170.18,7/18/2019 16:00:00,1977.9,7/18/2019 16:00:00,33,7/18/2019 16:00:00,157.98
7/19/2019 16:00:00,168.44,7/19/2019 16:00:00,1964.52,7/19/2019 16:00:00,32.51,7/19/2019 16:00:00,156.75
7/22/2019 16:00:00,171.32,7/22/2019 16:00:00,1985.63,7/22/2019 16:00:00,32.85,7/22/2019 16:00:00,157.7
7/23/2019 16:00:00,175.66,7/23/2019 16:00:00,1994.49,7/23/2019 16:00:00,33.49,7/23/2019 16:00:00,156.25
7/24/2019 16:00:00,178.66,7/24/2019 16:00:00,2000.81,7/24/2019 16:00:00,34.11,7/24/2019 16:00:00,159.75
7/25/2019 16:00:00,173.38,7/25/2019 16:00:00,1973.82,7/25/2019 16:00:00,33.67,7/25/2019 16:00:00,159.35
7/26/2019 16:00:00,175.07,7/26/2019 16:00:00,1943.05,7/26/2019 16:00:00,34.02,7/26/2019 16:00:00,159.97
7/29/2019 16:00:00,174.82,7/29/2019 16:00:00,1912.45,7/29/2019 16:00:00,33.48,7/29/2019 16:00:00,156.21
7/30/2019 16:00:00,175.45,7/30/2019 16:00:00,1898.53,7/30/2019 16:00:00,33.87,7/30/2019 16:00:00,156.96
7/31/2019 16:00:00,168.72,7/31/2019 16:00:00,1866.78,7/31/2019 16:00:00,30.45,7/31/2019 16:00:00,154.5
8/1/2019 16:00:00,164.92,8/1/2019 16:00:00,1855.32,8/1/2019 16:00:00,29.86,8/1/2019 16:00:00,150.81
8/2/2019 16:00:00,161.19,8/2/2019 16:00:00,1823.24,8/2/2019 16:00:00,29.44,8/2/2019 16:00:00,145.7
8/5/2019 16:00:00,150.79,8/5/2019 16:00:00,1765.13,8/5/2019 16:00:00,27.99,8/5/2019 16:00:00,142.82
8/6/2019 16:00:00,152.35,8/6/2019 16:00:00,1787.83,8/6/2019 16:00:00,28.86,8/6/2019 16:00:00,142.8
8/7/2019 16:00:00,153.89,8/7/2019 16:00:00,1793.4,8/7/2019 16:00:00,29.19,8/7/2019 16:00:00,141.64
8/8/2019 16:00:00,158.26,8/8/2019 16:00:00,1832.89,8/8/2019 16:00:00,33.92,8/8/2019 16:00:00,143.82
8/9/2019 16:00:00,154.18,8/9/2019 16:00:00,1807.58,8/9/2019 16:00:00,34.19,8/9/2019 16:00:00,143.37
8/12/2019 16:00:00,151.45,8/12/2019 16:00:00,1784.92,8/12/2019 16:00:00,32.43,8/12/2019 16:00:00,140.72
8/13/2019 16:00:00,156.05,8/13/2019 16:00:00,1824.34,8/13/2019 16:00:00,32.11,8/13/2019 16:00:00,143.88
8/14/2019 16:00:00,150.07,8/14/2019 16:00:00,1762.96,8/14/2019 16:00:00,30.24,8/14/2019 16:00:00,139.72
8/15/2019 16:00:00,148.77,8/15/2019 16:00:00,1776.12,8/15/2019 16:00:00,29.67,8/15/2019 16:00:00,142.13
8/16/2019 16:00:00,159.56,8/16/2019 16:00:00,1792.57,8/16/2019 16:00:00,31.18,8/16/2019 16:00:00,143.89
8/19/2019 16:00:00,170.78,8/19/2019 16:00:00,1816.12,8/19/2019 16:00:00,31.48,8/19/2019 16:00:00,143.67
8/20/2019 16:00:00,167.87,8/20/2019 16:00:00,1801.38,8/20/2019 16:00:00,30.72,8/20/2019 16:00:00,145.54
8/21/2019 16:00:00,171.23,8/21/2019 16:00:00,1823.54,8/21/2019 16:00:00,31.7,8/21/2019 16:00:00,147.38
8/22/2019 16:00:00,171.48,8/22/2019 16:00:00,1805.6,8/22/2019 16:00:00,31.9,8/22/2019 16:00:00,148.24
8/23/2019 16:00:00,162.44,8/23/2019 16:00:00,1749.62,8/23/2019 16:00:00,29.54,8/23/2019 16:00:00,151.57
8/26/2019 16:00:00,165.45,8/26/2019 16:00:00,1768.87,8/26/2019 16:00:00,30.28,8/26/2019 16:00:00,155.14
8/27/2019 16:00:00,161.8,8/27/2019 16:00:00,1761.83,8/27/2019 16:00:00,30.2,8/27/2019 16:00:00,153.57
8/28/2019 16:00:00,161.22,8/28/2019 16:00:00,1764.25,8/28/2019 16:00:00,30.78,8/28/2019 16:00:00,151.83
8/29/2019 16:00:00,167,8/29/2019 16:00:00,1786.4,8/29/2019 16:00:00,31.45,8/29/2019 16:00:00,155.93
8/30/2019 16:00:00,167.51,8/30/2019 16:00:00,1776.29,8/30/2019 16:00:00,31.45,8/30/2019 16:00:00,156.07
9/3/2019 16:00:00,164.17,9/3/2019 16:00:00,1789.84,9/3/2019 16:00:00,30.9,9/3/2019 16:00:00,152.73
9/4/2019 16:00:00,168.76,9/4/2019 16:00:00,1800.62,9/4/2019 16:00:00,30.95,9/4/2019 16:00:00,152.46
9/5/2019 16:00:00,179.74,9/5/2019 16:00:00,1840.72,9/5/2019 16:00:00,31.5,9/5/2019 16:00:00,153.77
9/6/2019 16:00:00,178.65,9/6/2019 16:00:00,1833.51,9/6/2019 16:00:00,30.56,9/6/2019 16:00:00,151.07
9/9/2019 16:00:00,180.5,9/9/2019 16:00:00,1831.35,9/9/2019 16:00:00,30.5,9/9/2019 16:00:00,149.54
9/10/2019 16:00:00,183.18,9/10/2019 16:00:00,1820.55,9/10/2019 16:00:00,30.23,9/10/2019 16:00:00,149.65
9/11/2019 16:00:00,184.33,9/11/2019 16:00:00,1822.99,9/11/2019 16:00:00,29.76,9/11/2019 16:00:00,154.09
9/12/2019 16:00:00,184.27,9/12/2019 16:00:00,1843.55,9/12/2019 16:00:00,30.21,9/12/2019 16:00:00,154.75
9/13/2019 16:00:00,181.94,9/13/2019 16:00:00,1839.34,9/13/2019 16:00:00,30.69,9/13/2019 16:00:00,152.98
9/16/2019 16:00:00,180.21,9/16/2019 16:00:00,1807.84,9/16/2019 16:00:00,30.83,9/16/2019 16:00:00,153.01
9/17/2019 16:00:00,181.07,9/17/2019 16:00:00,1822.55,9/17/2019 16:00:00,30.99,9/17/2019 16:00:00,152.82
9/18/2019 16:00:00,179.98,9/18/2019 16:00:00,1817.46,9/18/2019 16:00:00,30.42,9/18/2019 16:00:00,152.77
9/19/2019 16:00:00,176.94,9/19/2019 16:00:00,1821.5,9/19/2019 16:00:00,30.29,9/19/2019 16:00:00,153.6
9/20/2019 16:00:00,172.69,9/20/2019 16:00:00,1794.16,9/20/2019 16:00:00,30.05,9/20/2019 16:00:00,155.2
9/23/2019 16:00:00,174.84,9/23/2019 16:00:00,1785.3,9/23/2019 16:00:00,30.64,9/23/2019 16:00:00,154.65
9/24/2019 16:00:00,172.53,9/24/2019 16:00:00,1741.61,9/24/2019 16:00:00,29.52,9/24/2019 16:00:00,152.05
9/25/2019 16:00:00,178.23,9/25/2019 16:00:00,1768.33,9/25/2019 16:00:00,29.54,9/25/2019 16:00:00,152.99
9/26/2019 16:00:00,177.34,9/26/2019 16:00:00,1739.84,9/26/2019 16:00:00,29.47,9/26/2019 16:00:00,152.34
9/27/2019 16:00:00,171.76,9/27/2019 16:00:00,1725.45,9/27/2019 16:00:00,28.72,9/27/2019 16:00:00,148.26
9/30/2019 16:00:00,174.07,9/30/2019 16:00:00,1735.91,9/30/2019 16:00:00,28.99,9/30/2019 16:00:00,148.44
10/1/2019 16:00:00,174,10/1/2019 16:00:00,1735.65,10/1/2019 16:00:00,28.76,10/1/2019 16:00:00,147.69
10/2/2019 16:00:00,173.04,10/2/2019 16:00:00,1713.23,10/2/2019 16:00:00,28.31,10/2/2019 16:00:00,144.22
10/3/2019 16:00:00,181.31,10/3/2019 16:00:00,1724.42,10/3/2019 16:00:00,28.68,10/3/2019 16:00:00,147
10/4/2019 16:00:00,181.97,10/4/2019 16:00:00,1739.65,10/4/2019 16:00:00,29.01,10/4/2019 16:00:00,148.03
10/7/2019 16:00:00,184.33,10/7/2019 16:00:00,1732.66,10/7/2019 16:00:00,28.93,10/7/2019 16:00:00,148.8
10/8/2019 16:00:00,177.23,10/8/2019 16:00:00,1705.51,10/8/2019 16:00:00,28.23,10/8/2019 16:00:00,145.91
10/9/2019 16:00:00,180.71,10/9/2019 16:00:00,1721.99,10/9/2019 16:00:00,28.46,10/9/2019 16:00:00,147.05
10/10/2019 16:00:00,183.03,10/10/2019 16:00:00,1720.26,10/10/2019 16:00:00,28.38,10/10/2019 16:00:00,146.41
10/11/2019 16:00:00,185.99,10/11/2019 16:00:00,1731.92,10/11/2019 16:00:00,29.75,10/11/2019 16:00:00,149.37
10/14/2019 16:00:00,186.53,10/14/2019 16:00:00,1736.43,10/14/2019 16:00:00,30.53,10/14/2019 16:00:00,149.37
10/15/2019 16:00:00,196.37,10/15/2019 16:00:00,1767.38,10/15/2019 16:00:00,30.72,10/15/2019 16:00:00,152.74
10/16/2019 16:00:00,194.21,10/16/2019 16:00:00,1777.43,10/16/2019 16:00:00,30.81,10/16/2019 16:00:00,146.97
10/17/2019 16:00:00,194.29,10/17/2019 16:00:00,1787.48,10/17/2019 16:00:00,31.14,10/17/2019 16:00:00,146.17
10/18/2019 16:00:00,190.49,10/18/2019 16:00:00,1757.51,10/18/2019 16:00:00,30.97,10/18/2019 16:00:00,144.09
10/21/2019 16:00:00,196.01,10/21/2019 16:00:00,1785.66,10/21/2019 16:00:00,32.03,10/21/2019 16:00:00,144.55
10/22/2019 16:00:00,195.61,10/22/2019 16:00:00,1765.73,10/22/2019 16:00:00,31.51,10/22/2019 16:00:00,142.33
10/23/2019 16:00:00,195.09,10/23/2019 16:00:00,1762.17,10/23/2019 16:00:00,31.36,10/23/2019 16:00:00,145.13
10/24/2019 16:00:00,196.86,10/24/2019 16:00:00,1780.78,10/24/2019 16:00:00,31.72,10/24/2019 16:00:00,148.12
10/25/2019 16:00:00,204.54,10/25/2019 16:00:00,1761.33,10/25/2019 16:00:00,32.71,10/25/2019 16:00:00,150.49
10/28/2019 16:00:00,206.79,10/28/2019 16:00:00,1777.08,10/28/2019 16:00:00,33.69,10/28/2019 16:00:00,154.79
10/29/2019 16:00:00,202.92,10/29/2019 16:00:00,1762.71,10/29/2019 16:00:00,33.03,10/29/2019 16:00:00,155.09
10/30/2019 16:00:00,203,10/30/2019 16:00:00,1779.99,10/30/2019 16:00:00,33.13,10/30/2019 16:00:00,158.28
